id_do_respondente,preocupação_com_h1n1,conhecimento_sobre_h1n1,comportamento_medicamentos_antivirais,comportamento_evitamento,comportamento_uso_de_máscara_facial,comportamento_lavagem_das_mãos,comportamento_reuniões_grandes,comportamento_saída_de_casa,comportamento_toque_na_face,recomendação_médica_h1n1,recomendação_médica_sazonal,condição_médica_crônica,criança_menor_de_6_meses,trabalhador_de_saúde,seguro_de_saúde,opinião_sobre_a_efetividade_da_vacina_h1n1,opinião_sobre_o_risco_h1n1,opinião_sobre_a_doença_por_vacinação_h1n1,opinião_sobre_a_efetividade_da_vacina_sazonal,opinião_sobre_o_risco_sazonal,opinião_sobre_a_doença_por_vacinação_sazonal,adultos_no_agregado_familiar,crianças_no_agregado_familiar,vacina_h1n1,vacina_sazonal,seguro_de_saúde,indústria_de_emprego,ocupação
18084,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,5.0,0.0,1.0,0,1,,vjjrobsf,vlluhbov
18085,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0,1,1,1.0,fcxhlnwr,cmhcxjea
18086,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0,1,1.0,,
18087,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,4.0,4.0,1.0,0.0,0,1,1.0,,
18088,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,4.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,0,1,,fcxhlnwr,haliazsg
18089,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0,1,,,
18090,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,3.0,0.0,0,0,,xicduogh,qxajmpny
18091,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,1,1,1.0,ldnlellj,ccgxvspp
18092,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,0,1,,xqicxuve,mxkfnird
18093,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0,0,1.0,wxleyezf,emcorrxb
18094,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,,,
18095,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0,0,,,
18096,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0,0,,fcxhlnwr,mxkfnird
18097,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,5.0,2.0,5.0,4.0,5.0,5.0,1.0,0.0,0,1,,,
18098,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0,0,1.0,ldnlellj,hfxkjkmi
18099,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,1.0,xqicxuve,mxkfnird
18100,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,0.0,0,0,1.0,,
18101,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,5.0,1.0,2.0,5.0,1.0,2.0,1.0,0.0,0,0,,,
18102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,2.0,2.0,4.0,2.0,4.0,,,0,0,,,
18103,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,2.0,2.0,0.0,0.0,1,1,1.0,,
18104,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,0.0,0.0,0,0,,,
18105,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0,0,0,,,
18106,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,4.0,1.0,4.0,4.0,2.0,4.0,1.0,0.0,0,0,,wxleyezf,emcorrxb
18107,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,1.0,0.0,1,1,1.0,,
18108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0,0,,rucpziij,tfqavkke
18109,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,5.0,2.0,4.0,1.0,2.0,1,0,0.0,,
18110,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,,mfikgejo,xtkaffoo
18111,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0,1,,,
18112,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0,0,1.0,,
18113,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,0,0,1.0,,
18114,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,1,1,1.0,,
18115,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,0,1,1.0,,
18116,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,0.0,0,0,1.0,,
18117,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,0.0,,4.0,4.0,1.0,5.0,4.0,4.0,1.0,0.0,0,1,,,
18118,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,0,0,,mfikgejo,kldqjyjy
18119,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,0,0,,,
18120,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,0,,,
18121,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,0,0,,,
18122,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,2.0,4.0,5.0,2.0,1.0,3.0,1,0,,,
18123,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,1.0,0.0,1,1,1.0,,
18124,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0,0,1.0,wxleyezf,emcorrxb
18125,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,0,1,,msuufmds,hodpvpew
18126,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,4.0,1.0,4.0,1.0,0.0,0,0,0.0,rucpziij,tfqavkke
18127,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,0,0,0.0,pxcmvdjn,xgwztkwe
18128,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0,0,1.0,vjjrobsf,kldqjyjy
18129,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,0,0,1.0,,
18130,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,0.0,1,1,1.0,,
18131,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0,4.0,5.0,1.0,0.0,1,1,1.0,,
18132,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0,0,1.0,mcubkhph,ukymxvdu
18133,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,0.0,1,1,1.0,,
18134,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,5.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,0,1,,wxleyezf,emcorrxb
18135,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,1,1,1.0,,
18136,2.0,1.0,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,0.0,0.0,0,0,1.0,ldnlellj,ukymxvdu
18137,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,0.0,0.0,0,0,1.0,wxleyezf,emcorrxb
18138,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,5.0,4.0,2.0,1.0,1.0,1,1,1.0,cfqqtusy,ukymxvdu
18139,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,5.0,2.0,1.0,2.0,0.0,0,0,0.0,mcubkhph,vlluhbov
18140,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,1.0,0.0,1,1,1.0,vjjrobsf,haliazsg
18141,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0,0,,saaquncn,vlluhbov
18142,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,1,1,1.0,,
18143,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,0,0,,,
18144,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,,5.0,2.0,2.0,4.0,2.0,2.0,3.0,0.0,0,0,,pxcmvdjn,xqwwgdyp
18145,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,4.0,5.0,1.0,2.0,0.0,1,1,1.0,wlfvacwt,xtkaffoo
18146,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0,0,0.0,,
18147,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,5.0,3.0,1.0,1.0,0.0,1,1,0.0,,
18148,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,0,0,1.0,phxvnwax,mxkfnird
18149,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,0.0,0,1,1.0,atmlpfrs,mxkfnird
18150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,3.0,0.0,0,0,1.0,,
18151,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0,0,0.0,saaquncn,dlvbwzss
18152,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,5.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,0,1,,,
18153,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,0,0,1.0,xqicxuve,uqqtjvyb
18154,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,2.0,5.0,2.0,2.0,3.0,0.0,0,0,,,
18155,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,0,0,1.0,ldnlellj,ccgxvspp
18156,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,0,0,,xicduogh,xtkaffoo
18157,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,4.0,4.0,2.0,5.0,4.0,4.0,1.0,0.0,0,1,,pxcmvdjn,uqqtjvyb
18158,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1,0,1.0,xqicxuve,kldqjyjy
18159,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0,0,1.0,,
18160,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,0,0,,wlfvacwt,xzmlyyjv
18161,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,1.0,0.0,0.0,,5.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,0,1,,vjjrobsf,oijqvulv
18162,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,0,0,1.0,,
18163,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,0.0,0.0,0,0,1.0,fcxhlnwr,cmhcxjea
18164,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,1,1,1.0,,
18165,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,0,1,0.0,fcxhlnwr,haliazsg
18166,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,5.0,4.0,5.0,5.0,5.0,5.0,1.0,0.0,0,1,,,
18167,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,0,0,,,
18168,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,0.0,1,1,1.0,pxcmvdjn,xgwztkwe
18169,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,0,1,,cfqqtusy,xtkaffoo
18170,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,2.0,5.0,0.0,0.0,0,0,0.0,,
18171,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0,0,,,
18172,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0,0,1.0,,
18173,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,0,0,1.0,atmlpfrs,qxajmpny
18174,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,0,0,,,
18175,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,0,0,,,
18176,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,2.0,4.0,5.0,1.0,1.0,0.0,0,1,,mfikgejo,mxkfnird
18177,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,,2.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,0,1,,,
18178,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,1.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,0,0,,,
18179,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0,1,1.0,,
18180,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,1,1,1.0,mfikgejo,mxkfnird
18181,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,0,1,,,
18182,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0,1.0,fcxhlnwr,emcorrxb
18183,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,5.0,4.0,2.0,5.0,4.0,2.0,0.0,0.0,0,0,,,
18184,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,0,1,,xqicxuve,uqqtjvyb
18185,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,2.0,2.0,5.0,2.0,2.0,1.0,0.0,0,1,,,
18186,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0,0,1.0,mcubkhph,ukymxvdu
18187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,2.0,4.0,1.0,0.0,0,1,1.0,,
18188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,5.0,1.0,2.0,5.0,0.0,0.0,0,0,,xicduogh,qxajmpny
18189,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,3.0,5.0,1.0,5.0,5.0,,1.0,0.0,0,0,,,
18190,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,0,0,1.0,atmlpfrs,xtkaffoo
18191,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,0,0,0.0,,
18192,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0,1.0,0,0,1.0,pxcmvdjn,mxkfnird
18193,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,0,1,,mfikgejo,xtkaffoo
18194,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,0.0,1,1,1.0,,
18195,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,4.0,4.0,2.0,5.0,4.0,4.0,0.0,3.0,1,0,,,
18196,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,1.0,0.0,0,1,1.0,,
18197,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0,0,,,
18198,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,5.0,4.0,2.0,0.0,0.0,0,1,1.0,arjwrbjb,dlvbwzss
18199,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,0,0,1.0,atmlpfrs,xtkaffoo
18200,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,2.0,1.0,5.0,1.0,0.0,0.0,0,1,,,
18201,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,5.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0,,,
18202,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,2.0,5.0,1.0,4.0,1.0,0.0,0,0,,,
18203,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,0.0,1,1,1.0,fcxhlnwr,vlluhbov
18204,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0,0,0.0,ldnlellj,vlluhbov
18205,2.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,5.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0,1,,fcxhlnwr,bxpfxfdn
18206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0,0,1.0,,
18207,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0,0,,arjwrbjb,xtkaffoo
18208,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0,0,,,
18209,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,0.0,0,0,1.0,,
